Russian	English	Category	Confidence	Sources	Issues
водонепроницаемый	waterproof		reference_only	baldwin_reference	
водоотталкивающий	repellent		reference_only	baldwin_reference	
водопроводная вода	water		reference_only	baldwin_reference	
водородный дыхательный тест	HBT		reference_only	baldwin_reference	
водосодержащий	aqueous		reference_only	baldwin_reference	
водянистые выделения	watery		reference_only	baldwin_reference	
водянистые выделения	discharge		reference_only	baldwin_reference	
водянистый	hydrous		reference_only	baldwin_reference	
водянистый	weak		reference_only	baldwin_reference	
водянистый понос, водянистая диарея	diarrhea		reference_only	baldwin_reference	
водянка	edema		reference_only	baldwin_reference	
водянка маточной трубы	dropsy		reference_only	baldwin_reference	
водянка, отёк	hydrops		reference_only	baldwin_reference	
военная аптека	military		reference_only	baldwin_reference	
военная медицина	military		reference_only	baldwin_reference	
военная медицина	medicine		reference_only	baldwin_reference	
военно-полевая хирургия	field		reference_only	baldwin_reference	
военный госпиталь	military		reference_only	baldwin_reference	
военный госпиталь	hospital		reference_only	baldwin_reference	
военный психолог	counselor		reference_only	baldwin_reference	
военный психолог	psychotherapist		reference_only	baldwin_reference	
военный психолог	therapist		reference_only	baldwin_reference	
военный хирург	surgeon		reference_only	baldwin_reference	
военный хирург	military		reference_only	baldwin_reference	
возбудимый	nervous		reference_only	baldwin_reference	
Возбудитель (болезни	Causative agent (of disease		reference_only	vaccine_pdf_WHO	
Возбудитель болезни	Agent (causative		reference_only	vaccine_pdf_WHO	
возбудитель заболевания	infestant		reference_only	baldwin_reference	
возбудитель инфекции	germ		reference_only	baldwin_reference	
возбуждение	agitation		reference_only	baldwin_reference	
возбуждение	arousal		reference_only	baldwin_reference	
возбуждение	emotion		reference_only	baldwin_reference	
возбуждение	irritation		reference_only	baldwin_reference	
возбуждённость	agitation		reference_only	baldwin_reference	
возбуждённый	restless		reference_only	baldwin_reference	
возврат	return		reference_only	baldwin_reference	
возвратный	recurrent		reference_only	baldwin_reference	
возвратный нерв	recurrent		reference_only	baldwin_reference	
возвращать(ся	return		reference_only	baldwin_reference	
возвращаться	recur		reference_only	baldwin_reference	
возвращение	return		reference_only	baldwin_reference	
возвращение к жизни	resuscitation		reference_only	baldwin_reference	
возвращение к нормальному состоянию	catastasis		reference_only	baldwin_reference	
возгорание	fire		reference_only	baldwin_reference	
воздействие	effect		reference_only	baldwin_reference	
воздействие	intervention		reference_only	baldwin_reference	
воздействие заразного начала	contact		reference_only	baldwin_reference	
воздействовать	attack		reference_only	baldwin_reference	
воздействовать, влиять	affect		reference_only	baldwin_reference	
воздержание	continence		reference_only	baldwin_reference	
воздух	atmosphere		reference_only	baldwin_reference	
воздухонепроницаемый, герметичный	airtight		reference_only	baldwin_reference	
воздухопроницаемая повязка	dressing		reference_only	baldwin_reference	
воздухопроницаемый, пропускающий воздух	air-permeable		reference_only	baldwin_reference	
воздушная болезнь	sickness		reference_only	baldwin_reference	
воздушная болезнь	airsickness		reference_only	baldwin_reference	
воздушная киста	pneumocyst		reference_only	baldwin_reference	
воздушная киста лёгкого	pneumatocele		reference_only	baldwin_reference	
воздушная киста лёгкого	pneumocele		reference_only	baldwin_reference	
