source_text,target_text,quality,notes,tm_status
дискератоз,dyskeratosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
дискенезия,dyskinesia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
дискинетический,dyskinetic,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
дискинетический запор,constipation,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
"дислалия, косноязычие",dyslalia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
дислексия (неспособность или сложность овладеть чтением),dyslexia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
дисмегалопсия,dysmegalopsia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
дисмелия,dysmelia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
дисменорея (расстройство менструального цикла),dysmenorrhea,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
дисмнезия,dysmnesia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
дисморфофобия,dysmorphophobia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
дисморфопсия,dysmorphopsia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
дизодонтоз,dysodontiasis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
дизонтогенез,dysodontogenesis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
нарушение зрения,dysopsia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
дизорексия,dysorexia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
дизосмия,dysosmia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
дизостоз,dysostosis,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
диспанкреатизм,dyspancreatism,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
диспареуния,dyspareunia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
диспепсия (расстройство пищеварения),dyspepsia,strict_candidate,Robust bold-run extraction; still review before approval,reference_only_not_auto_confirm
