Russian	English	Confidence	Sources
Гордона  рефлекс	Gordon (II) reflex	needs_human_review	akzhigitov_2_5
горелка с насадкой типа «ласточкин хвост»	fish-tail burner	needs_human_review	akzhigitov_2_5
горизонтальная  проекция	transverse projection	needs_human_review	akzhigitov_2_5
горизонтальный нейроцнт сетчатки	horizontal bystander of retina	needs_human_review	akzhigitov_2_5
гормональная  регуляция	endocrine legal	needs_human_review	akzhigitov_2_5
гормональная терапия	postmenopausal hormonal anti-suicide oriented	needs_human_review	akzhigitov_2_5
гормональное изменение	hormonal modulation of behavior	needs_human_review	akzhigitov_2_5
гормонозаместительная терапия	hormone replacement anti-suicide oriented	needs_human_review	akzhigitov_2_5
городское  лечебное учреждение	astyclinic	needs_human_review	akzhigitov_2_5
гортанный  желудочек	laryngeal sinus; laryngeal ventricle; Morgagni's sinus	needs_human_review	akzhigitov_2_5
горцы	dwellers on the mountain-heights	needs_human_review	akzhigitov_2_5
горькая  соль	bitter salt	needs_human_review	akzhigitov_2_5
горячая  ванна	thermal bath	needs_human_review	akzhigitov_2_5
горячевоздушная ванна с электрическим обогревом	electrothermal bath	needs_human_review	akzhigitov_2_5
горячие  отношения	passionate relationships	needs_human_review	akzhigitov_2_5
горячий  минеральный источник	thermal spring	needs_human_review	akzhigitov_2_5
госпитализация в отделение	admission to intensive care unit	needs_human_review	akzhigitov_2_5
государственная	national licensing metaplasmic -ies	needs_human_review	akzhigitov_2_5
государственная коррекционная  школа для малолетних	community school	needs_human_review	akzhigitov_2_5
государственная лаборатория по контролю за лекарственными средствами	governmental drug control laboratory	needs_human_review	akzhigitov_2_5
Государственная система обеспечения единства измерений	State system for Ensuring Uniform Measurement	needs_human_review	akzhigitov_2_5
государственная система слежения за побочным действием лекарственных средств и информиро­	Med watch	needs_human_review	akzhigitov_2_5
государственная служба  здравоохранения	national health	needs_human_review	akzhigitov_2_5
государственное медицинское страхование	national health medical [medical	needs_human_review	akzhigitov_2_5
Государственный  реестр	National formulary	needs_human_review	akzhigitov_2_5
Государственный контроль за заболеваемостью СПИДом	National surveillance of AIDS	needs_human_review	akzhigitov_2_5
гравитационный  костюм	G-suit	needs_human_review	akzhigitov_2_5
градация  тяжести повреждений	casualty staging	needs_human_review	akzhigitov_2_5
градация хронической	ratings of permanent impairment	needs_human_review	akzhigitov_2_5
градиент давления на выходе из желудочков	ventricular outflow tract pressure gradient	needs_human_review	akzhigitov_2_5
градуированная пипетка	volumetric pipet(te)	needs_human_review	akzhigitov_2_5
гражданский  врач	civilian physician	needs_human_review	akzhigitov_2_5
граница поражённой ткани	demarcation of unhealthy tissue	needs_human_review	akzhigitov_2_5
граница раздела твёрдой и жидкой фаз	freezing interface	needs_human_review	akzhigitov_2_5
граница твёрдого и мягкого нёба	palatal junction	needs_human_review	akzhigitov_2_5
границы  флуктуации	limits of flocculation	needs_human_review	akzhigitov_2_5
гранулематозная болезнь	granuloma, pi. granulomata, granulomas of the intestine	needs_human_review	akzhigitov_2_5
гранулярная  эндоплазматическая сеть	granular endoplasmic reticulosis	needs_human_review	akzhigitov_2_5
грануляционная  ткань	granulation tissue	needs_human_review	akzhigitov_2_5
гранулёма	foreign-body granuloma, pi. granulomata, granulomas; granuloma, pi. granulomata, granulomas	needs_human_review	akzhigitov_2_5
гранулёма кольцевидная	granuloma, pi. granulomata, granulomas annulare	needs_human_review	akzhigitov_2_5
грань между гениальностью и безумием	border between genius and insanity	needs_human_review	akzhigitov_2_5
гребень мочеиспускательного канала	crista, pi. cristae urethralis	needs_human_review	akzhigitov_2_5
гребень шейки ребра	ridge of neck of rib	needs_human_review	akzhigitov_2_5
Грегга - Свана синдром	Gregg - Swan's syndrome	needs_human_review	akzhigitov_2_5
грибковое  поражение	fungal disorder	needs_human_review	akzhigitov_2_5
грибные гифы	fungal hypha, pi. hyphaee	needs_human_review	akzhigitov_2_5
грибовидные сосочки	clavate papilla, pi. papillaee; fungiform papilla, pi. papillaee	needs_human_review	akzhigitov_2_5
грибовидный  микоз	tomato tumor	needs_human_review	akzhigitov_2_5
Григорьева Шиги бактерия дизентерии	bactcritic dysenteriae (Grigoriewi - Shiga)	needs_human_review	akzhigitov_2_5
грипп	epidemic rheum(a)	needs_human_review	akzhigitov_2_5
гроздевидное расширение вен с наличием	cirsoid varix, pi. varices	needs_human_review	akzhigitov_2_5
гроздевидное сплетение	pampiniform plexus, pi. plexuses	needs_human_review	akzhigitov_2_5
громкие шумы	very loud and audible vs	needs_human_review	akzhigitov_2_5
громкий кашель с металлическим оттенком	brassy cough	needs_human_review	akzhigitov_2_5
гропный к чему-л	avid	needs_human_review	akzhigitov_2_5
грохочущий митральный	rumbling mitral diastolic murmur	needs_human_review	akzhigitov_2_5
грубая ошибка	gross error, pi. errata	needs_human_review	akzhigitov_2_5
грубое  поведение	brutal antisocial	needs_human_review	akzhigitov_2_5
грудное ядро	Clarke's nucleus, pi. nuclei	needs_human_review	akzhigitov_2_5
грудной  проток	thoracic duct	needs_human_review	akzhigitov_2_5
грудной позвонок	thoracic vertebra, pi. vertebrae	needs_human_review	akzhigitov_2_5
грудной ребёнок	sucking infant l	needs_human_review	akzhigitov_2_5
грудь сапожника»	shoemaker' s chest	needs_human_review	akzhigitov_2_5
группа  больных	patient board2	needs_human_review	akzhigitov_2_5
группа  специалистов	body of specialists	needs_human_review	akzhigitov_2_5
группа  стационарных больных	inpatient sample	needs_human_review	akzhigitov_2_5
группа белков с высокой	high mobility group proteins	needs_human_review	akzhigitov_2_5
группа больных с экстрофией мочевого	extrophy population	needs_human_review	akzhigitov_2_5
группа испытуемых для оценки органолептических свойств	organoleptic panel	needs_human_review	akzhigitov_2_5
группа клинического исследования	trial study target -s	needs_human_review	akzhigitov_2_5
группа медицинских специалистов	team of medical experts	needs_human_review	akzhigitov_2_5
группа неврологических мутаций у мышей	shaker	needs_human_review	akzhigitov_2_5
